"행정구역별","연령별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"충청남도","40대","귀농가구원수[명]","명","310","335","325","332","273","254","215","236","259","243",
"충청남도","40대","귀농인수[명]","명","221","251","253","246","209","198","177","195","205","195",
"충청남도","40대","동반가구원수[명]","명","89","84","72","86","64","56","38","41","54","48",
"충청남도","50대","귀농가구원수[명]","명","595","639","729","751","694","610","589","633","706","574",
"충청남도","50대","귀농인수[명]","명","431","479","525","575","560","478","468","504","586","477",
"충청남도","50대","동반가구원수[명]","명","164","160","204","176","134","132","121","129","120","97",
"충청남도","60대","귀농가구원수[명]","명","386","392","497","508","537","502","488","648","886","772",
"충청남도","60대","귀농인수[명]","명","292","313","390","392","416","403","401","527","695","627",
"충청남도","60대","동반가구원수[명]","명","94","79","107","116","121","99","87","121","191","145",
"충청남도","70대이상","귀농가구원수[명]","명","116","117","160","135","137","132","126","138","224","221",
"충청남도","70대이상","귀농인수[명]","명","66","85","106","92","85","93","94","114","157","171",
"충청남도","70대이상","동반가구원수[명]","명","50","32","54","43","52","39","32","24","67","50",
"천안시","계","귀농가구원수[명]","명","73","115","115","125","90","83","84","106","135","120",
"천안시","계","귀농인수[명]","명","44","63","68","80","49","61","61","72","98","92",
"천안시","계","동반가구원수[명]","명","29","52","47","45","41","22","23","34","37","28",
"천안시","30대이하","귀농가구원수[명]","명","21","37","29","34","30","28","16","26","31","23",
"천안시","30대이하","귀농인수[명]","명","4","10","X","7","9","14","7","11","13","13",
"천안시","30대이하","동반가구원수[명]","명","17","27","27","27","21","14","9","15","18","10",
"천안시","40대","귀농가구원수[명]","명","15","13","17","21","11","10","7","11","15","18",
"천안시","40대","귀농인수[명]","명","11","11","14","17","9","9","5","9","13","16",
"천안시","40대","동반가구원수[명]","명","4","X","X","4","X","X","X","X","X","X",
"천안시","50대","귀농가구원수[명]","명","22","42","40","29","20","27","28","30","43","32",
"천안시","50대","귀농인수[명]","명","16","27","29","23","12","24","21","25","38","25",
"천안시","50대","동반가구원수[명]","명","6","15","11","6","8","X","7","5","5","7",
"천안시","60대","귀농가구원수[명]","명","12","17","22","36","25","13","28","31","34","37",
"천안시","60대","귀농인수[명]","명","12","13","18","28","17","11","24","22","26","30",
"천안시","60대","동반가구원수[명]","명","0","4","4","8","8","X","4","9","8","7",
"천안시","70대이상","귀농가구원수[명]","명","X","6","7","5","4","5","5","8","12","10",
"천안시","70대이상","귀농인수[명]","명","X","X","5","5","X","X","4","5","8","8",
"천안시","70대이상","동반가구원수[명]","명","X","4","X","0","X","X","X","X","4","X",
"공주시","계","귀농가구원수[명]","명","159","141","167","147","143","144","135","120","183","136",
"공주시","계","귀농인수[명]","명","93","95","108","95","106","104","96","91","143","116",
"공주시","계","동반가구원수[명]","명","66","46","59","52","37","40","39","29","40","20",
"공주시","30대이하","귀농가구원수[명]","명","40","33","35","34","23","29","28","25","38","16",
"공주시","30대이하","귀농인수[명]","명","8","11","13","7","X","10","12","12","20","12",
"공주시","30대이하","동반가구원수[명]","명","32","22","22","27","20","19","16","13","18","4",
"공주시","40대","귀농가구원수[명]","명","24","16","19","28","21","21","15","15","15","9",
"공주시","40대","귀농인수[명]","명","19","14","15","23","17","17","10","13","12","8",
"공주시","40대","동반가구원수[명]","명","5","X","4","5","4","4","5","X","X","X",
"공주시","50대","귀농가구원수[명]","명","56","51","60","48","58","47","45","36","63","40",
"공주시","50대","귀농인수[명]","명","41","40","41","39","53","40","40","29","59","36",
"공주시","50대","동반가구원수[명]","명","15","11","19","9","5","7","5","7","4","4",
"공주시","60대","귀농가구원수[명]","명","26","30","37","27","31","37","40","37","56","59",
"공주시","60대","귀농인수[명]","명","18","23","30","19","26","31","31","30","44","50",
"공주시","60대","동반가구원수[명]","명","8","7","7","8","5","6","9","7","12","9",
"공주시","70대이상","귀농가구원수[명]","명","13","11","16","10","10","10","7","7","11","12",
"공주시","70대이상","귀농인수[명]","명","7","7","9","7","7","6","X","7","8","10",
"공주시","70대이상","동반가구원수[명]","명","6","4","7","X","X","4","4","0","X","X",
"보령시","계","귀농가구원수[명]","명","100","103","181","148","117","139","115","131","165","152",
"보령시","계","귀농인수[명]","명","57","73","109","97","85","94","80","96","120","111",
"보령시","계","동반가구원수[명]","명","43","30","72","51","32","45","35","35","45","41",
"보령시","30대이하","귀농가구원수[명]","명","24","21","41","26","13","35","27","21","26","15",
"보령시","30대이하","귀농인수[명]","명","6","4","7","6","X","12","8","7","9","X",
"보령시","30대이하","동반가구원수[명]","명","18","17","34","20","10","23","19","14","17","13",
"보령시","40대","귀농가구원수[명]","명","17","19","32","21","13","17","14","16","12","13",
"보령시","40대","귀농인수[명]","명","10","14","24","16","11","14","12","14","11","11",
"보령시","40대","동반가구원수[명]","명","7","5","8","5","X","X","X","X","X","X",
"보령시","50대","귀농가구원수[명]","명","35","34","52","52","48","40","38","38","41","51",
"보령시","50대","귀농인수[명]","명","23","33","35","40","40","31","32","31","32","41",
"보령시","50대","동반가구원수[명]","명","12","X","17","12","8","9","6","7","9","10",
"보령시","60대","귀농가구원수[명]","명","17","23","41","40","29","36","29","46","74","54",
"보령시","60대","귀농인수[명]","명","14","17","31","29","22","27","23","36","60","44",
"보령시","60대","동반가구원수[명]","명","X","6","10","11","7","9","6","10","14","10",
"보령시","70대이상","귀농가구원수[명]","명","7","6","15","9","14","11","7","10","12","19",
"보령시","70대이상","귀농인수[명]","명","4","5","12","6","9","10","5","8","8","13",
"보령시","70대이상","동반가구원수[명]","명","X","X","X","X","5","X","X","X","4","6",
"아산시","계","귀농가구원수[명]","명","89","129","120","131","119","121","130","142","195","210",
"아산시","계","귀농인수[명]","명","56","77","70","74","85","81","87","86","116","124",
"아산시","계","동반가구원수[명]","명","33","52","50","57","34","40","43","56","79","86",
"아산시","30대이하","귀농가구원수[명]","명","29","44","51","48","33","41","34","44","64","58",
"아산시","30대이하","귀농인수[명]","명","9","12","12","16","13","13","9","12","21","12",
"아산시","30대이하","동반가구원수[명]","명","20","32","39","32","20","28","25","32","43","46",
"아산시","40대","귀농가구원수[명]","명","12","23","10","21","17","17","12","18","33","30",
"아산시","40대","귀농인수[명]","명","10","15","9","14","13","16","8","15","25","20",
"아산시","40대","동반가구원수[명]","명","X","8","X","7","4","X","4","X","8","10",
"아산시","50대","귀농가구원수[명]","명","28","37","29","36","36","31","45","45","54","54",
"아산시","50대","귀농인수[명]","명","23","27","26","28","32","24","38","32","40","38",
"아산시","50대","동반가구원수[명]","명","5","10","X","8","4","7","7","13","14","16",
"아산시","60대","귀농가구원수[명]","명","16","19","19","15","24","26","29","31","34","50",
"아산시","60대","귀농인수[명]","명","13","17","16","11","21","22","23","24","22","40",
"아산시","60대","동반가구원수[명]","명","X","X","X","4","X","4","6","7","12","10",
"아산시","70대이상","귀농가구원수[명]","명","4","6","11","11","9","6","10","4","10","18",
"아산시","70대이상","귀농인수[명]","명","X","6","7","5","6","6","9","X","8","14",
"아산시","70대이상","동반가구원수[명]","명","X","0","4","6","X","0","X","X","X","4",
"서산시","계","귀농가구원수[명]","명","156","150","194","179","150","151","129","159","202","185",
"서산시","계","귀농인수[명]","명","83","95","116","103","105","96","96","115","144","127",
"서산시","계","동반가구원수[명]","명","73","55","78","76","45","55","33","44","58","58",
"서산시","30대이하","귀농가구원수[명]","명","44","25","43","42","28","39","27","37","31","31",
"서산시","30대이하","귀농인수[명]","명","5","4","7","5","8","14","14","14","11","7",
"서산시","30대이하","동반가구원수[명]","명","39","21","36","37","20","25","13","23","20","24",
"서산시","40대","귀농가구원수[명]","명","32","19","31","26","17","14","16","12","16","19",
"서산시","40대","귀농인수[명]","명","20","13","24","19","14","9","13","10","10","14",
"서산시","40대","동반가구원수[명]","명","12","6","7","7","X","5","X","X","6","5",
"서산시","50대","귀농가구원수[명]","명","40","52","63","55","53","56","37","60","53","45",
"서산시","50대","귀농인수[명]","명","28","38","42","38","42","43","29","50","44","38",
"서산시","50대","동반가구원수[명]","명","12","14","21","17","11","13","8","10","9","7",
"서산시","60대","귀농가구원수[명]","명","29","37","49","42","43","32","40","44","81","72",
"서산시","60대","귀농인수[명]","명","22","25","38","31","36","22","33","36","64","56",
"서산시","60대","동반가구원수[명]","명","7","12","11","11","7","10","7","8","17","16",
"서산시","70대이상","귀농가구원수[명]","명","11","17","8","14","9","10","9","6","21","18",
"서산시","70대이상","귀농인수[명]","명","8","15","5","10","5","8","7","5","15","12",
"서산시","70대이상","동반가구원수[명]","명","X","X","X","4","4","X","X","X","6","6",
"논산시","계","귀농가구원수[명]","명","219","173","171","222","225","168","173","206","199","146",
"논산시","계","귀농인수[명]","명","116","112","110","143","149","112","123","144","147","119",
"논산시","계","동반가구원수[명]","명","103","61","61","79","76","56","50","62","52","27",
"논산시","30대이하","귀농가구원수[명]","명","80","46","46","52","67","42","42","58","51","26",
"논산시","30대이하","귀농인수[명]","명","17","13","13","10","23","11","19","30","26","16",
"논산시","30대이하","동반가구원수[명]","명","63","33","33","42","44","31","23","28","25","10",
"논산시","40대","귀농가구원수[명]","명","45","41","30","53","39","33","36","25","29","29",
"논산시","40대","귀농인수[명]","명","33","33","23","40","30","28","32","19","22","24",
"논산시","40대","동반가구원수[명]","명","12","8","7","13","9","5","4","6","7","5",
"논산시","50대","귀농가구원수[명]","명","54","49","49","71","69","48","41","61","50","37",
"논산시","50대","귀농인수[명]","명","38","37","35","58","56","34","31","46","44","33",
"논산시","50대","동반가구원수[명]","명","16","12","14","13","13","14","10","15","6","4",
"논산시","60대","귀농가구원수[명]","명","30","30","35","38","42","38","41","46","56","41",
